X     Y     River     Chainage
400747.469    489150.250    TORRINGTON_B01     616.670  
400747.938    489144.656    TORRINGTON_B01     622.405  
400748.406    489139.062    TORRINGTON_B01     628.140  
400746.750    489098.813    TORRINGTON_B01     669.640  
400740.562    489058.719    TORRINGTON_B01     711.140  
400737.875    489041.125    TORRINGTON_B01     729.325  
400735.156    489023.563    TORRINGTON_B01     747.510  
400731.375    488999.000    TORRINGTON_B01     772.945  
400728.438    488974.313    TORRINGTON_B01     798.380  
400727.031    488960.375    TORRINGTON_B01     812.700  
400725.656    488946.438    TORRINGTON_B01     827.020  
400724.000    488930.094    TORRINGTON_B01     843.805  
400722.375    488913.781    TORRINGTON_B01     860.590  
400721.719    488907.219    TORRINGTON_B01     867.330  
400721.063    488900.656    TORRINGTON_B01     874.070  
400720.500    488894.906    TORRINGTON_B01     879.980  
400720.469    488889.313    TORRINGTON_B01     885.890  
400727.063    488879.906    TORRINGTON_B01     897.650  
400733.656    488870.469    TORRINGTON_B01     909.410  
400733.844    488870.250    TORRINGTON_B01     909.705  
400734.000    488870.000    TORRINGTON_B01     910.000  
400250.000    487320.000    WELLAWATTA CNL       0.000  
400224.344    487309.312    WELLAWATTA CNL      27.788  
400198.688    487298.625    WELLAWATTA CNL      55.575  
400173.063    487287.938    WELLAWATTA CNL      83.363  
400147.406    487277.250    WELLAWATTA CNL     111.150  
400115.719    487263.406    WELLAWATTA CNL     145.725  
400084.344    487248.906    WELLAWATTA CNL     180.300  
400052.938    487234.438    WELLAWATTA CNL     214.875  
400021.531    487219.938    WELLAWATTA CNL     249.450  
399990.125    487205.500    WELLAWATTA CNL     284.025  
399958.656    487191.219    WELLAWATTA CNL     318.600  
399945.844    487185.375    WELLAWATTA CNL     332.682  
399933.000    487179.563    WELLAWATTA CNL     346.764  
399928.469    487177.469    WELLAWATTA CNL     351.760  
399923.906    487175.406    WELLAWATTA CNL     356.764  
399918.344    487172.875    WELLAWATTA CNL     362.884  
399912.750    487170.344    WELLAWATTA CNL     369.004  
399878.219    487154.500    WELLAWATTA CNL     407.007  
399843.781    487138.438    WELLAWATTA CNL     445.009  
399809.344    487122.375    WELLAWATTA CNL     483.012  
399774.906    487106.281    WELLAWATTA CNL     521.014  
399740.469    487090.219    WELLAWATTA CNL     559.016  
399707.875    487070.719    WELLAWATTA CNL     597.019  
399675.281    487051.156    WELLAWATTA CNL     635.021  
399642.688    487031.625    WELLAWATTA CNL     673.024  
399596.594    487015.531    WELLAWATTA CNL     721.897  
399553.906    486992.594    WELLAWATTA CNL     770.771  
399513.906    486964.625    WELLAWATTA CNL     819.644  
399477.250    486932.281    WELLAWATTA CNL     868.517  
399440.625    486899.937    WELLAWATTA CNL     917.391  
399403.969    486867.625    WELLAWATTA CNL     966.264  
399375.750    486842.719    WELLAWATTA CNL    1003.906  
399347.031    486818.531    WELLAWATTA CNL    1041.549  
399313.375    486801.688    WELLAWATTA CNL    1079.192  
399279.688    486784.844    WELLAWATTA CNL    1116.834  
399273.844    486781.906    WELLAWATTA CNL    1123.384  
399267.969    486779.000    WELLAWATTA CNL    1129.934  
399263.500    486776.750    WELLAWATTA CNL    1134.930  
399259.031    486774.531    WELLAWATTA CNL    1139.934  
399258.063    486774.031    WELLAWATTA CNL    1141.024  
399257.094    486773.531    WELLAWATTA CNL    1142.114  
399226.625    486759.000    WELLAWATTA CNL    1175.912  
399194.250    486749.281    WELLAWATTA CNL    1209.709  
399161.875    486739.563    WELLAWATTA CNL    1243.507  
399129.500    486729.906    WELLAWATTA CNL    1277.305  
399096.375    486723.281    WELLAWATTA CNL    1311.102  
399063.219    486716.656    WELLAWATTA CNL    1344.900  
399046.781    486713.344    WELLAWATTA CNL    1361.665  
399030.344    486710.063    WELLAWATTA CNL    1378.430  
399030.156    486710.031    WELLAWATTA CNL    1378.605  
399030.000    486710.000    WELLAWATTA CNL    1378.780  
400260.000    487310.000    DEHIWARA CNL       0.000  
400260.000    487302.188    DEHIWARA CNL       7.800  
400260.000    487294.406    DEHIWARA CNL      15.600  
400260.000    487250.969    DEHIWARA CNL      59.040  
400260.000    487207.531    DEHIWARA CNL     102.480  
400260.000    487164.094    DEHIWARA CNL     145.920  
400258.281    487120.688    DEHIWARA CNL     189.360  
400258.125    487118.313    DEHIWARA CNL     191.755  
400258.000    487115.906    DEHIWARA CNL     194.150  
400257.688    487110.906    DEHIWARA CNL     199.150  
400257.406    487105.938    DEHIWARA CNL     204.150  
400255.219    487068.687    DEHIWARA CNL     241.455  
400253.031    487031.438    DEHIWARA CNL     278.760  
400251.750    487009.531    DEHIWARA CNL     300.700  
400250.438    486987.656    DEHIWARA CNL     322.640  
400249.531    486974.688    DEHIWARA CNL     335.635  
400248.344    486961.750    DEHIWARA CNL     348.630  
400245.344    486928.625    DEHIWARA CNL     381.870  
400242.313    486895.531    DEHIWARA CNL     415.110  
400240.906    486860.844    DEHIWARA CNL     449.945  
400244.375    486826.188    DEHIWARA CNL     484.780  
400247.906    486790.812    DEHIWARA CNL     520.338  
400262.344    486762.125    DEHIWARA CNL     555.895  
400292.344    486743.031    DEHIWARA CNL     591.453  
400322.344    486723.969    DEHIWARA CNL     627.010  
400339.594    486713.000    DEHIWARA CNL     647.435  
400356.813    486702.031    DEHIWARA CNL     667.860  
400380.469    486686.344    DEHIWARA CNL     696.240  
400404.094    486670.594    DEHIWARA CNL     724.620  
400425.719    486644.719    DEHIWARA CNL     760.050  
400438.156    486611.563    DEHIWARA CNL     795.480  
400439.938    486606.875    DEHIWARA CNL     800.480  
400441.688    486602.188    DEHIWARA CNL     805.480  
400446.750    486588.625    DEHIWARA CNL     819.965  
400451.656    486575.000    DEHIWARA CNL     834.450  
400460.750    486547.750    DEHIWARA CNL     863.175  
400469.844    486520.500    DEHIWARA CNL     891.900  
400478.688    486493.969    DEHIWARA CNL     919.875  
400487.531    486467.406    DEHIWARA CNL     947.850  
400499.000    486441.969    DEHIWARA CNL     975.825  
400511.531    486416.969    DEHIWARA CNL    1003.800  
400532.906    486374.187    DEHIWARA CNL    1051.615  
400554.281    486331.406    DEHIWARA CNL    1099.430  
400560.000    486302.906    DEHIWARA CNL    1129.285  
400560.000    486273.063    DEHIWARA CNL    1159.140  
400560.000    486243.188    DEHIWARA CNL    1188.995  
400560.000    486213.344    DEHIWARA CNL    1218.850  
400556.406    486175.688    DEHIWARA CNL    1256.965  
400547.187    486138.688    DEHIWARA CNL    1295.080  
400540.938    486113.750    DEHIWARA CNL    1320.810  
400524.531    486094.531    DEHIWARA CNL    1346.540  
400510.469    486080.469    DEHIWARA CNL    1366.435  
400496.406    486066.406    DEHIWARA CNL    1386.330  
400474.156    486044.156    DEHIWARA CNL    1417.765  
400448.594    486030.000    DEHIWARA CNL    1449.200  
400443.594    486030.000    DEHIWARA CNL    1454.200  
400438.594    486030.000    DEHIWARA CNL    1459.200  
400410.156    486030.000    DEHIWARA CNL    1487.627  
400381.750    486030.000    DEHIWARA CNL    1516.055  
400353.313    486030.000    DEHIWARA CNL    1544.483  
400324.875    486030.000    DEHIWARA CNL    1572.910  
400299.625    486029.875    DEHIWARA CNL    1598.198  
400275.906    486021.125    DEHIWARA CNL    1623.485  
400252.156    486012.375    DEHIWARA CNL    1648.772  
400228.438    486003.625    DEHIWARA CNL    1674.060  
400185.281    485987.750    DEHIWARA CNL    1720.050  
400142.125    485971.844    DEHIWARA CNL    1766.040  
400119.156    485963.375    DEHIWARA CNL    1790.530  
400096.250    485954.719    DEHIWARA CNL    1815.020  
400088.281    485951.656    DEHIWARA CNL    1823.555  
400080.313    485948.594    DEHIWARA CNL    1832.090  
400043.031    485934.250    DEHIWARA CNL    1872.045  
400005.719    485919.906    DEHIWARA CNL    1912.000  
399981.094    485910.438    DEHIWARA CNL    1938.385  
399960.625    485893.875    DEHIWARA CNL    1964.770  
399940.375    485876.969    DEHIWARA CNL    1991.155  
399920.094    485860.094    DEHIWARA CNL    2017.540  
399890.594    485835.500    DEHIWARA CNL    2055.950  
399861.094    485810.906    DEHIWARA CNL    2094.360  
399814.094    485810.000    DEHIWARA CNL    2141.690  
399766.750    485810.000    DEHIWARA CNL    2189.020  
399761.750    485810.000    DEHIWARA CNL    2194.020  
399756.750    485810.000    DEHIWARA CNL    2199.020  
399739.438    485810.000    DEHIWARA CNL    2216.325  
399723.719    485805.281    DEHIWARA CNL    2233.630  
399710.406    485795.313    DEHIWARA CNL    2250.270  
399697.094    485785.313    DEHIWARA CNL    2266.910  
399665.531    485761.656    DEHIWARA CNL    2306.340  
399645.875    485730.438    DEHIWARA CNL    2345.770  
399637.406    485690.156    DEHIWARA CNL    2386.925  
399628.938    485649.875    DEHIWARA CNL    2428.080  
399619.781    485606.500    DEHIWARA CNL    2472.420  
399610.656    485563.094    DEHIWARA CNL    2516.760  
399618.313    485526.750    DEHIWARA CNL    2554.195  
399627.375    485490.438    DEHIWARA CNL    2591.630  
399632.094    485471.594    DEHIWARA CNL    2611.060  
399636.813    485452.750    DEHIWARA CNL    2630.490  
399638.031    485447.906    DEHIWARA CNL    2635.490  
399639.250    485443.031    DEHIWARA CNL    2640.490  
399641.688    485433.281    DEHIWARA CNL    2650.555  
399644.125    485423.500    DEHIWARA CNL    2660.620  
399647.125    485411.500    DEHIWARA CNL    2673.010  
399649.688    485399.562    DEHIWARA CNL    2685.400  
399639.250    485384.500    DEHIWARA CNL    2703.720  
399628.844    485369.438    DEHIWARA CNL    2722.040  
399604.563    485334.375    DEHIWARA CNL    2764.660  
399580.313    485299.344    DEHIWARA CNL    2807.280  
399554.438    485261.938    DEHIWARA CNL    2852.770  
399528.531    485224.531    DEHIWARA CNL    2898.260  
399503.594    485188.531    DEHIWARA CNL    2942.065  
399478.656    485152.500    DEHIWARA CNL    2985.870  
399471.375    485137.469    DEHIWARA CNL    3003.955  
399479.938    485121.563    DEHIWARA CNL    3022.040  
399482.313    485117.156    DEHIWARA CNL    3027.040  
399484.688    485112.750    DEHIWARA CNL    3032.040  
399501.969    485080.625    DEHIWARA CNL    3068.520  
399519.250    485048.500    DEHIWARA CNL    3105.000  
399519.250    485048.500    DEHIWARA CNL    3105.000  
399519.438    485048.188    DEHIWARA CNL    3105.375  
399519.625    485047.844    DEHIWARA CNL    3105.750  
399524.875    485038.094    DEHIWARA CNL    3116.815  
399530.125    485028.375    DEHIWARA CNL    3127.880  
399536.469    485006.719    DEHIWARA CNL    3153.573  
399517.625    484989.219    DEHIWARA CNL    3179.265  
399498.813    484971.750    DEHIWARA CNL    3204.958  
399479.969    484954.250    DEHIWARA CNL    3230.650  
399465.063    484940.406    DEHIWARA CNL    3250.990  
399450.156    484926.594    DEHIWARA CNL    3271.330  
399436.125    484913.531    DEHIWARA CNL    3290.495  
399422.063    484900.500    DEHIWARA CNL    3309.660  
399418.406    484897.094    DEHIWARA CNL    3314.660  
399414.750    484893.688    DEHIWARA CNL    3319.660  
399407.375    484886.844    DEHIWARA CNL    3329.722  
399400.000    484880.000    DEHIWARA CNL    3339.785  
406460.000    486420.000    PARLIAMENT LAKE       0.000  
406441.813    486468.500    PARLIAMENT LAKE      50.000  
406423.625    486517.000    PARLIAMENT LAKE     100.000  
406405.438    486565.531    PARLIAMENT LAKE     150.000  
406387.250    486614.031    PARLIAMENT LAKE     200.000  
406369.062    486662.531    PARLIAMENT LAKE     250.000  
406350.875    486711.031    PARLIAMENT LAKE     300.000  
406332.031    486755.281    PARLIAMENT LAKE     346.500  
406309.750    486798.000    PARLIAMENT LAKE     393.000  
406287.438    486840.719    PARLIAMENT LAKE     439.500  
406265.156    486883.437    PARLIAMENT LAKE     486.000  
406265.156    486883.437    PARLIAMENT LAKE     486.000  
406249.469    486913.500    PARLIAMENT LAKE     518.750  
406233.781    486943.594    PARLIAMENT LAKE     551.500  
406217.281    486973.125    PARLIAMENT LAKE     584.250  
406194.906    486998.656    PARLIAMENT LAKE     617.000  
406194.906    486998.656    PARLIAMENT LAKE     617.000  
406185.719    487009.188    PARLIAMENT LAKE     630.500  
406176.500    487019.719    PARLIAMENT LAKE     644.000  
406149.875    487050.125    PARLIAMENT LAKE     683.000  
406121.313    487078.688    PARLIAMENT LAKE     722.000  
406092.750    487107.250    PARLIAMENT LAKE     761.000  
406064.531    487136.156    PARLIAMENT LAKE     800.000  
406045.875    487157.125    PARLIAMENT LAKE     827.065  
406027.250    487178.094    PARLIAMENT LAKE     854.130  
406008.625    487199.031    PARLIAMENT LAKE     881.195  
405990.000    487220.000    PARLIAMENT LAKE     908.260  
402192.156    489980.969    HEEN ELA       0.000  
402191.656    489980.469    HEEN ELA       0.705  
402191.125    489980.000    HEEN ELA       1.410  
402187.563    489976.500    HEEN ELA       6.410  
402183.969    489973.031    HEEN ELA      11.410  
402181.719    489970.844    HEEN ELA      14.530  
402179.500    489968.656    HEEN ELA      17.650  
402162.813    489952.438    HEEN ELA      40.930  
402147.000    489935.469    HEEN ELA      64.210  
402133.094    489914.656    HEEN ELA      89.255  
402119.219    489893.813    HEEN ELA     114.300  
402102.531    489872.531    HEEN ELA     141.440  
402090.937    489848.281    HEEN ELA     168.580  
402081.938    489826.625    HEEN ELA     192.035  
402072.906    489804.969    HEEN ELA     215.490  
402063.563    489782.531    HEEN ELA     239.800  
402054.188    489760.094    HEEN ELA     264.110  
402046.875    489737.531    HEEN ELA     287.880  
402041.125    489714.469    HEEN ELA     311.650  
402034.906    489689.688    HEEN ELA     337.210  
402030.000    489664.719    HEEN ELA     362.770  
402030.000    489640.719    HEEN ELA     386.770  
402030.000    489616.719    HEEN ELA     410.770  
402030.000    489597.500    HEEN ELA     430.000  
402030.000    489578.281    HEEN ELA     449.230  
402030.000    489573.969    HEEN ELA     453.515  
402030.000    489569.687    HEEN ELA     457.800  
402030.000    489564.688    HEEN ELA     462.800  
402030.000    489559.688    HEEN ELA     467.800  
402030.000    489555.656    HEEN ELA     471.830  
402030.000    489551.625    HEEN ELA     475.860  
402030.000    489542.969    HEEN ELA     484.520  
402030.000    489534.313    HEEN ELA     493.180  
402030.000    489519.906    HEEN ELA     507.590  
402019.625    489510.000    HEEN ELA     522.000  
402019.625    489510.000    HEEN ELA     522.000  
402005.500    489510.000    HEEN ELA     536.125  
401993.906    489503.906    HEEN ELA     550.250  
401983.875    489498.469    HEEN ELA     562.090  
401972.406    489495.594    HEEN ELA     573.930  
401949.375    489489.844    HEEN ELA     597.650  
401926.375    489484.094    HEEN ELA     621.370  
401905.813    489474.375    HEEN ELA     645.260  
401891.594    489455.188    HEEN ELA     669.150  
401877.437    489436.094    HEEN ELA     692.905  
401863.281    489417.031    HEEN ELA     716.660  
401848.125    489396.625    HEEN ELA     742.075  
401833.000    489376.188    HEEN ELA     767.490  
401830.781    489373.219    HEEN ELA     771.210  
401828.563    489370.219    HEEN ELA     774.930  
401825.563    489366.219    HEEN ELA     779.930  
401822.594    489362.188    HEEN ELA     784.930  
401820.281    489359.094    HEEN ELA     788.795  
401818.000    489356.000    HEEN ELA     792.660  
401810.219    489345.500    HEEN ELA     805.725  
401802.438    489335.000    HEEN ELA     818.790  
401789.656    489317.813    HEEN ELA     840.190  
401776.906    489300.625    HEEN ELA     861.590  
401762.281    489280.906    HEEN ELA     886.135  
401747.656    489261.219    HEEN ELA     910.680  
401733.563    489242.188    HEEN ELA     934.345  
401719.469    489223.188    HEEN ELA     958.010  
401705.031    489203.750    HEEN ELA     982.220  
401690.625    489184.313    HEEN ELA    1006.430  
401672.500    489162.500    HEEN ELA    1034.860  
401652.406    489142.406    HEEN ELA    1063.290  
401637.000    489127.000    HEEN ELA    1085.045  
401623.438    489110.156    HEEN ELA    1106.800  
401608.250    489086.500    HEEN ELA    1134.930  
401600.156    489070.344    HEEN ELA    1153.000  
401600.156    489070.344    HEEN ELA    1153.000  
401596.531    489066.531    HEEN ELA    1158.280  
401592.813    489062.813    HEEN ELA    1163.560  
401577.938    489043.438    HEEN ELA    1188.015  
401563.563    489023.656    HEEN ELA    1212.470  
401535.625    488985.250    HEEN ELA    1259.940  
401511.406    488946.375    HEEN ELA    1307.410  
401518.125    488928.844    HEEN ELA    1326.205  
401524.875    488911.281    HEEN ELA    1345.000  
401524.875    488911.281    HEEN ELA    1345.000  
401525.750    488909.031    HEEN ELA    1347.420  
401526.625    488906.781    HEEN ELA    1349.840  
401535.469    488883.813    HEEN ELA    1374.445  
401544.281    488860.844    HEEN ELA    1399.050  
401552.375    488839.813    HEEN ELA    1421.595  
401560.406    488818.750    HEEN ELA    1444.140  
401568.438    488794.719    HEEN ELA    1469.475  
401576.438    488770.688    HEEN ELA    1494.810  
401584.688    488747.531    HEEN ELA    1519.390  
401593.313    488724.500    HEEN ELA    1543.970  
401602.594    488699.781    HEEN ELA    1570.385  
401611.281    488674.875    HEEN ELA    1596.800  
401611.281    488674.875    HEEN ELA    1596.800  
401617.406    488650.344    HEEN ELA    1622.065  
401623.531    488625.844    HEEN ELA    1647.330  
401629.594    488601.625    HEEN ELA    1672.280  
401635.656    488577.437    HEEN ELA    1697.230  
401635.656    488577.437    HEEN ELA    1697.230  
401641.344    488554.625    HEEN ELA    1720.720  
401647.031    488531.844    HEEN ELA    1744.210  
401653.188    488507.250    HEEN ELA    1769.580  
401659.344    488482.625    HEEN ELA    1794.950  
401660.000    488456.000    HEEN ELA    1821.650  
401660.000    488429.313    HEEN ELA    1848.350  
401660.000    488404.719    HEEN ELA    1872.930  
401666.875    488381.375    HEEN ELA    1897.510  
401671.031    488370.063    HEEN ELA    1909.575  
401675.219    488358.719    HEEN ELA    1921.640  
401675.531    488357.812    HEEN ELA    1922.605  
401675.875    488356.906    HEEN ELA    1923.570  
401676.969    488353.906    HEEN ELA    1926.785  
401678.094    488350.875    HEEN ELA    1930.000  
401678.094    488350.875    HEEN ELA    1930.000  
401678.719    488349.219    HEEN ELA    1931.785  
401679.344    488347.531    HEEN ELA    1933.570  
401680.063    488345.531    HEEN ELA    1935.700  
401680.813    488343.531    HEEN ELA    1937.830  
401684.500    488333.531    HEEN ELA    1948.500  
401688.188    488323.500    HEEN ELA    1959.170  
401697.188    488299.094    HEEN ELA    1985.200  
401706.187    488274.656    HEEN ELA    2011.230  
401716.094    488247.719    HEEN ELA    2039.935  
401726.031    488220.781    HEEN ELA    2068.640  
401731.344    488203.344    HEEN ELA    2086.940  
401734.938    488185.375    HEEN ELA    2105.240  
401740.406    488157.938    HEEN ELA    2133.250  
401745.906    488130.469    HEEN ELA    2161.260  
401746.469    488101.188    HEEN ELA    2191.625  
401735.188    488072.969    HEEN ELA    2221.990  
401726.719    488051.844    HEEN ELA    2244.770  
401718.281    488030.687    HEEN ELA    2267.550  
401709.625    488009.063    HEEN ELA    2290.825  
401701.000    487987.469    HEEN ELA    2314.100  
401691.094    487962.750    HEEN ELA    2340.700  
401681.219    487938.062    HEEN ELA    2367.300  
401672.969    487917.406    HEEN ELA    2389.540  
401667.656    487895.938    HEEN ELA    2411.780  
401662.000    487861.969    HEEN ELA    2446.235  
401656.344    487827.969    HEEN ELA    2480.690  
401651.875    487801.250    HEEN ELA    2507.765  
401647.437    487774.563    HEEN ELA    2534.840  
401641.344    487738.063    HEEN ELA    2571.845  
401617.313    487712.188    HEEN ELA    2608.850  
401599.156    487697.906    HEEN ELA    2631.965  
401580.969    487683.625    HEEN ELA    2655.080  
401553.906    487662.375    HEEN ELA    2689.490  
401526.844    487641.094    HEEN ELA    2723.900  
401523.813    487638.719    HEEN ELA    2727.782  
401520.750    487636.313    HEEN ELA    2731.664  
401517.094    487633.438    HEEN ELA    2736.330  
401512.875    487630.125    HEEN ELA    2741.664  
401510.125    487627.969    HEEN ELA    2745.177  
401507.375    487625.781    HEEN ELA    2748.690  
401503.688    487622.906    HEEN ELA    2753.373  
401500.000    487620.000    HEEN ELA    2758.056  
403640.000    489260.000    CNN_C       0.000  
403606.219    489254.375    CNN_C      34.110  
403576.594    489256.844    CNN_C      68.220  
403561.188    489276.188    CNN_C      93.610  
403540.313    489290.781    CNN_C     119.000  
403524.531    489301.813    CNN_C     138.165  
403508.781    489312.844    CNN_C     157.330  
403499.844    489319.125    CNN_C     168.205  
403490.906    489325.375    CNN_C     179.080  
403486.781    489328.250    CNN_C     184.080  
403482.688    489331.125    CNN_C     189.080  
403439.656    489340.000    CNN_C     234.730  
403393.844    489340.000    CNN_C     280.380  
403357.000    489340.000    CNN_C     317.095  
403320.125    489340.000    CNN_C     353.810  
403286.250    489325.531    CNN_C     390.525  
403252.375    489311.031    CNN_C     427.240  
403231.844    489302.219    CNN_C     449.520  
403211.281    489293.406    CNN_C     471.800  
403188.281    489283.531    CNN_C     496.735  
403164.031    489281.344    CNN_C     521.670  
403135.188    489283.719    CNN_C     550.500  
403106.344    489286.125    CNN_C     579.330  
403059.625    489290.563    CNN_C     626.330  
403033.469    489329.813    CNN_C     673.330  
403023.844    489344.219    CNN_C     690.610  
403011.125    489355.438    CNN_C     707.890  
402976.938    489376.313    CNN_C     747.800  
402942.750    489397.219    CNN_C     787.710  
402902.125    489422.031    CNN_C     835.135  
402861.531    489446.844    CNN_C     882.560  
402849.844    489454.000    CNN_C     896.205  
402837.844    489460.219    CNN_C     909.850  
402832.844    489460.719    CNN_C     914.850  
402827.844    489461.219    CNN_C     919.850  
402793.312    489464.656    CNN_C     954.450  
402758.750    489468.125    CNN_C     989.050  
402731.375    489471.625    CNN_C    1016.560  
402704.250    489476.719    CNN_C    1044.070  
402677.094    489481.781    CNN_C    1071.580  
402649.969    489486.875    CNN_C    1099.090  
402645.219    489487.781    CNN_C    1103.910  
402640.438    489488.656    CNN_C    1108.730  
402595.969    489497.000    CNN_C    1153.805  
402551.344    489504.406    CNN_C    1198.880  
402514.000    489510.156    CNN_C    1236.525  
402476.656    489515.906    CNN_C    1274.170  
402439.563    489517.250    CNN_C    1311.815  
402403.000    489507.625    CNN_C    1349.460  
402366.312    489497.969    CNN_C    1387.265  
402329.625    489488.313    CNN_C    1425.070  
402292.938    489478.656    CNN_C    1462.875  
402256.156    489470.563    CNN_C    1500.680  
402226.281    489474.781    CNN_C    1530.715  
402196.437    489479.031    CNN_C    1560.750  
402196.437    489479.031    CNN_C    1560.750  
402165.063    489483.500    CNN_C    1592.343  
402133.656    489487.969    CNN_C    1623.935  
402102.281    489492.406    CNN_C    1655.527  
402070.875    489496.875    CNN_C    1687.120  
402070.875    489496.875    CNN_C    1687.120  
402070.438    489496.937    CNN_C    1687.560  
402070.000    489497.000    CNN_C    1688.000  
401720.000    493830.000    ST SEBASTIAN EAST       0.000  
401722.156    493834.313    ST SEBASTIAN EAST       4.910  
401724.313    493838.656    ST SEBASTIAN EAST       9.820  
401726.125    493842.219    ST SEBASTIAN EAST      13.875  
401727.906    493845.781    ST SEBASTIAN EAST      17.930  
401711.219    493856.250    ST SEBASTIAN EAST      42.805  
401691.875    493869.719    ST SEBASTIAN EAST      67.680  
401675.750    493889.125    ST SEBASTIAN EAST      93.300  
401659.594    493908.500    ST SEBASTIAN EAST     118.920  
401647.437    493930.250    ST SEBASTIAN EAST     144.845  
401641.250    493955.000    ST SEBASTIAN EAST     170.770  
401640.000    493979.656    ST SEBASTIAN EAST     195.950  
401640.000    494004.438    ST SEBASTIAN EAST     221.130  
401640.000    494026.719    ST SEBASTIAN EAST     243.755  
401640.000    494049.000    ST SEBASTIAN EAST     266.380  
401634.250    494071.500    ST SEBASTIAN EAST     290.580  
401623.594    494092.813    ST SEBASTIAN EAST     314.780  
401612.500    494115.000    ST SEBASTIAN EAST     339.960  
401601.406    494137.156    ST SEBASTIAN EAST     365.140  
401590.406    494159.188    ST SEBASTIAN EAST     390.150  
401579.375    494181.219    ST SEBASTIAN EAST     415.160  
401566.625    494206.719    ST SEBASTIAN EAST     444.115  
401553.875    494232.250    ST SEBASTIAN EAST     473.070  
401537.469    494238.594    ST SEBASTIAN EAST     494.685  
401516.313    494236.250    ST SEBASTIAN EAST     516.300  
401497.375    494234.156    ST SEBASTIAN EAST     535.660  
401478.406    494232.031    ST SEBASTIAN EAST     555.020  
401459.281    494230.375    ST SEBASTIAN EAST     574.655  
401441.969    494239.000    ST SEBASTIAN EAST     594.290  
401418.406    494251.781    ST SEBASTIAN EAST     621.665  
401400.500    494271.938    ST SEBASTIAN EAST     649.040  
401383.969    494290.531    ST SEBASTIAN EAST     674.315  
401367.438    494309.125    ST SEBASTIAN EAST     699.590  
401352.188    494326.281    ST SEBASTIAN EAST     722.890  
401335.625    494341.469    ST SEBASTIAN EAST     746.190  
401313.531    494348.813    ST SEBASTIAN EAST     769.850  
401291.438    494356.188    ST SEBASTIAN EAST     793.510  
401277.406    494359.625    ST SEBASTIAN EAST     808.395  
401262.906    494357.563    ST SEBASTIAN EAST     823.280  
401241.156    494354.438    ST SEBASTIAN EAST     845.580  
401219.438    494351.344    ST SEBASTIAN EAST     867.880  
401197.656    494343.844    ST SEBASTIAN EAST     891.550  
401176.813    494333.406    ST SEBASTIAN EAST     915.220  
401154.469    494322.219    ST SEBASTIAN EAST     940.600  
401132.094    494311.063    ST SEBASTIAN EAST     965.980  
401124.063    494295.125    ST SEBASTIAN EAST     984.620  
401117.250    494278.094    ST SEBASTIAN EAST    1003.260  
401093.625    494256.719    ST SEBASTIAN EAST    1040.000  
401070.375    494252.063    ST SEBASTIAN EAST    1064.070  
401066.000    494251.188    ST SEBASTIAN EAST    1068.620  
401061.594    494250.313    ST SEBASTIAN EAST    1073.170  
401041.094    494253.781    ST SEBASTIAN EAST    1094.420  
401020.563    494257.875    ST SEBASTIAN EAST    1115.670  
400998.469    494267.344    ST SEBASTIAN EAST    1140.495  
400977.844    494280.469    ST SEBASTIAN EAST    1165.320  
400957.500    494293.406    ST SEBASTIAN EAST    1189.795  
400937.156    494306.344    ST SEBASTIAN EAST    1214.270  
400918.750    494318.063    ST SEBASTIAN EAST    1236.420  
400900.344    494329.781    ST SEBASTIAN EAST    1258.570  
400900.188    494329.875    ST SEBASTIAN EAST    1258.785  
400900.000    494330.000    ST SEBASTIAN EAST    1259.000  
399328.000    495339.313    MAIN DRAIN       0.000  
399331.969    495336.969    MAIN DRAIN       4.620  
399335.969    495334.625    MAIN DRAIN       9.240  
399374.031    495312.250    MAIN DRAIN      53.395  
399412.094    495289.875    MAIN DRAIN      97.550  
399454.906    495264.750    MAIN DRAIN     147.175  
399495.438    495236.500    MAIN DRAIN     196.800  
399519.375    495215.562    MAIN DRAIN     228.605  
399543.313    495194.594    MAIN DRAIN     260.410  
399543.313    495194.594    MAIN DRAIN     260.410  
399552.500    495186.563    MAIN DRAIN     272.625  
399560.000    495177.750    MAIN DRAIN     284.840  
399560.000    495174.281    MAIN DRAIN     288.300  
399560.000    495170.844    MAIN DRAIN     291.760  
399560.000    495168.188    MAIN DRAIN     294.395  
399560.000    495165.563    MAIN DRAIN     297.030  
399560.000    495116.688    MAIN DRAIN     345.895  
399560.000    495067.844    MAIN DRAIN     394.760  
399557.188    495048.125    MAIN DRAIN     415.985  
399539.531    495036.344    MAIN DRAIN     437.210  
399535.344    495033.563    MAIN DRAIN     442.210  
399531.188    495030.813    MAIN DRAIN     447.210  
399532.688    495028.500    MAIN DRAIN     451.710  
399536.625    495026.313    MAIN DRAIN     456.210  
399567.188    495009.344    MAIN DRAIN     491.185  
399597.750    494992.344    MAIN DRAIN     526.160  
399619.031    494980.531    MAIN DRAIN     550.505  
399642.781    494984.563    MAIN DRAIN     574.850  
399649.719    494985.938    MAIN DRAIN     581.925  
399656.656    494987.344    MAIN DRAIN     589.000  
399676.688    494978.844    MAIN DRAIN     615.610  
399690.375    494956.031    MAIN DRAIN     642.220  
399697.500    494944.156    MAIN DRAIN     656.055  
399705.000    494932.531    MAIN DRAIN     669.890  
399712.219    494921.656    MAIN DRAIN     682.940  
399719.469    494910.813    MAIN DRAIN     695.990  
