X     Y     River     Chainage
403721.594    494162.312    KELANI    8405.250  
403766.063    494160.188    KELANI    8449.188  
403810.469    494163.125    KELANI    8493.125  
403854.875    494166.531    KELANI    8537.062  
403899.281    494169.938    KELANI    8581.000  
403942.875    494192.875    KELANI    8629.667  
403986.406    494216.062    KELANI    8678.333  
404029.906    494239.281    KELANI    8727.000  
404075.750    494256.438    KELANI    8775.667  
404123.625    494268.406    KELANI    8824.333  
404171.313    494280.750    KELANI    8873.000  
404214.125    494305.219    KELANI    8921.667  
404257.063    494329.469    KELANI    8970.333  
404300.188    494353.437    KELANI    9019.000  
404343.281    494377.375    KELANI    9067.667  
404386.406    494401.344    KELANI    9116.333  
404429.344    494425.594    KELANI    9165.000  
404471.625    494450.969    KELANI    9213.667  
404513.938    494476.344    KELANI    9262.333  
404556.219    494501.719    KELANI    9311.000  
404597.656    494491.563    KELANI    9359.667  
404638.719    494464.188    KELANI    9408.333  
404679.750    494436.844    KELANI    9457.000  
404696.813    494393.625    KELANI    9505.667  
404705.906    494345.156    KELANI    9554.333  
404715.000    494296.688    KELANI    9603.000  
404732.313    494251.563    KELANI    9651.667  
404759.656    494210.500    KELANI    9700.333  
404787.000    494169.469    KELANI    9749.000  
404819.375    494132.781    KELANI    9797.667  
404856.219    494100.031    KELANI    9846.333  
404893.813    494068.375    KELANI    9895.000  
404939.125    494048.938    KELANI    9943.667  
404984.469    494029.500    KELANI    9992.333  
405029.813    494010.094    KELANI   10041.000  
405078.781    493997.812    KELANI   10090.813  
405128.156    493992.281    KELANI   10140.625  
405178.250    493998.531    KELANI   10190.438  
405228.344    494004.781    KELANI   10240.250  
405278.469    494010.781    KELANI   10290.063  
405328.719    494015.344    KELANI   10339.875  
405379.000    494019.906    KELANI   10389.688  
405419.063    494050.375    KELANI   10439.500  
405458.906    494081.375    KELANI   10489.313  
405493.719    494117.656    KELANI   10539.125  
405526.562    494156.000    KELANI   10588.938  
405561.969    494191.969    KELANI   10638.750  
405597.656    494227.656    KELANI   10688.563  
405624.781    494269.531    KELANI   10738.375  
405647.344    494314.688    KELANI   10788.188  
405669.938    494359.844    KELANI   10838.000  
405685.406    494406.219    KELANI   10886.228  
405700.531    494452.656    KELANI   10934.454  
405710.125    494500.594    KELANI   10982.682  
405719.719    494548.531    KELANI   11030.909  
405737.594    494593.969    KELANI   11079.137  
405755.750    494639.344    KELANI   11127.363  
405793.000    494667.594    KELANI   11175.591  
405836.125    494690.594    KELANI   11223.818  
405879.250    494713.594    KELANI   11272.046  
405923.938    494728.250    KELANI   11320.272  
405972.438    494722.188    KELANI   11368.500  
406020.938    494716.125    KELANI   11416.728  
406069.438    494710.063    KELANI   11464.954  
406107.719    494679.813    KELANI   11513.182  
406145.875    494649.281    KELANI   11561.409  
406184.063    494618.750    KELANI   11609.637  
406222.000    494588.000    KELANI   11657.863  
406256.563    494553.438    KELANI   11706.091  
406291.125    494518.875    KELANI   11754.318  
406316.250    494477.500    KELANI   11802.546  
406338.094    494433.781    KELANI   11850.772  
406359.969    494390.063    KELANI   11899.000  
406409.906    494381.688    KELANI   11949.000  
406459.469    494388.781    KELANI   11999.000  
406508.938    494399.750    KELANI   12049.000  
406558.406    494410.750    KELANI   12099.000  
406607.719    494422.313    KELANI   12149.000  
406656.250    494436.875    KELANI   12199.000  
406704.594    494452.000    KELANI   12249.000  
406751.000    494472.313    KELANI   12299.000  
406797.438    494492.625    KELANI   12349.000  
406843.844    494512.937    KELANI   12399.000  
406892.813    494523.875    KELANI   12449.000  
406943.156    494529.781    KELANI   12499.000  
406993.469    494535.688    KELANI   12549.000  
407043.313    494536.000    KELANI   12599.000  
407091.844    494521.438    KELANI   12649.000  
407140.469    494507.156    KELANI   12699.000  
407189.344    494493.813    KELANI   12749.000  
407238.219    494480.469    KELANI   12799.000  
407279.062    494450.688    KELANI   12849.000  
407319.594    494420.281    KELANI   12899.000  
407351.938    494384.500    KELANI   12946.600  
407384.219    494348.656    KELANI   12994.200  
407415.563    494312.063    KELANI   13041.800  
407443.219    494272.531    KELANI   13089.400  
407470.875    494233.031    KELANI   13137.000  
407500.906    494195.313    KELANI   13184.600  
407532.063    494158.469    KELANI   13232.200  
407563.219    494121.656    KELANI   13279.800  
407594.063    494084.594    KELANI   13327.400  
407623.000    494046.000    KELANI   13375.000  
407651.969    494007.406    KELANI   13422.600  
407681.063    493968.938    KELANI   13470.200  
407715.156    493934.844    KELANI   13517.800  
407749.281    493900.719    KELANI   13565.400  
407788.375    493872.969    KELANI   13613.000  
407829.719    493848.156    KELANI   13660.600  
407872.281    493825.906    KELANI   13708.200  
407918.031    493810.656    KELANI   13755.800  
407963.813    493795.406    KELANI   13803.400  
408009.563    493780.156    KELANI   13851.000  
408101.031    493755.156    KELANI   13944.556  
408165.094    493689.875    KELANI   14038.111  
408193.531    493651.937    KELANI   14084.889  
408222.000    493614.031    KELANI   14131.667  
408236.094    493573.063    KELANI   14178.444  
408225.438    493526.875    KELANI   14225.223  
408214.781    493480.687    KELANI   14272.000  
408207.813    493433.906    KELANI   14318.777  
408203.875    493386.656    KELANI   14365.556  
408200.094    493339.438    KELANI   14412.333  
408207.313    493292.563    KELANI   14459.111  
408214.500    493245.719    KELANI   14505.889  
408230.813    493206.750    KELANI   14552.667  
408276.219    493193.125    KELANI   14599.444  
408321.688    493180.000    KELANI   14646.223  
408369.094    493180.000    KELANI   14693.000  
408417.688    493183.969    KELANI   14741.125  
408466.312    493188.031    KELANI   14789.250  
408478.313    493189.031    KELANI   14801.125  
408490.281    493190.063    KELANI   14813.000  
408490.281    493190.063    KELANI   14813.000  
408525.938    493198.969    KELANI   14849.250  
408561.563    493207.906    KELANI   14885.500  
408608.875    493219.719    KELANI   14933.625  
408655.781    493233.094    KELANI   14981.750  
408702.688    493246.469    KELANI   15029.875  
408749.594    493259.875    KELANI   15078.000  
408936.719    493353.094    KELANI   15284.500  
409110.000    493470.000    KELANI   15491.000  
401710.000    486404.000    POORWARAMA CNL       0.000  
401712.156    486404.438    POORWARAMA CNL       2.200  
401714.312    486404.875    POORWARAMA CNL       4.400  
401717.844    486405.563    POORWARAMA CNL       8.000  
401721.375    486406.281    POORWARAMA CNL      11.600  
401733.594    486408.719    POORWARAMA CNL      24.050  
401745.281    486412.656    POORWARAMA CNL      36.500  
401754.125    486417.063    POORWARAMA CNL      46.400  
401761.219    486423.125    POORWARAMA CNL      56.300  
401764.719    486431.938    POORWARAMA CNL      65.800  
401768.219    486440.781    POORWARAMA CNL      75.300  
401770.813    486447.281    POORWARAMA CNL      82.300  
401773.375    486453.781    POORWARAMA CNL      89.300  
401779.625    486469.563    POORWARAMA CNL     106.250  
401778.750    486486.031    POORWARAMA CNL     123.200  
401776.969    486496.406    POORWARAMA CNL     133.700  
401775.188    486506.750    POORWARAMA CNL     144.200  
401773.313    486517.594    POORWARAMA CNL     155.200  
401771.469    486528.406    POORWARAMA CNL     166.200  
401769.969    486537.031    POORWARAMA CNL     174.950  
401768.500    486545.656    POORWARAMA CNL     183.700  
401766.781    486555.656    POORWARAMA CNL     193.850  
401765.063    486565.688    POORWARAMA CNL     204.000  
401763.063    486577.250    POORWARAMA CNL     215.750  
401761.062    486588.844    POORWARAMA CNL     227.500  
401759.688    486598.188    POORWARAMA CNL     236.950  
401758.781    486607.594    POORWARAMA CNL     246.400  
401757.781    486618.000    POORWARAMA CNL     256.850  
401756.781    486628.375    POORWARAMA CNL     267.300  
401755.875    486637.500    POORWARAMA CNL     276.450  
401755.000    486646.594    POORWARAMA CNL     285.600  
401754.094    486656.000    POORWARAMA CNL     295.050  
401753.188    486665.406    POORWARAMA CNL     304.500  
401751.406    486683.813    POORWARAMA CNL     323.000  
401750.875    486702.313    POORWARAMA CNL     341.500  
401750.750    486712.813    POORWARAMA CNL     352.000  
401750.656    486723.313    POORWARAMA CNL     362.500  
401750.531    486735.719    POORWARAMA CNL     374.900  
401750.406    486748.094    POORWARAMA CNL     387.300  
401750.344    486756.000    POORWARAMA CNL     395.200  
401750.250    486763.906    POORWARAMA CNL     403.100  
401750.156    486774.000    POORWARAMA CNL     413.200  
401750.063    486784.094    POORWARAMA CNL     423.300  
401747.438    486803.656    POORWARAMA CNL     443.100  
401743.781    486823.125    POORWARAMA CNL     462.900  
401741.875    486833.344    POORWARAMA CNL     473.300  
401739.969    486843.563    POORWARAMA CNL     483.700  
401738.125    486853.250    POORWARAMA CNL     493.550  
401736.313    486862.938    POORWARAMA CNL     503.400  
401734.469    486872.844    POORWARAMA CNL     513.500  
401732.594    486882.781    POORWARAMA CNL     523.600  
401730.781    486892.406    POORWARAMA CNL     533.400  
401729.000    486902.063    POORWARAMA CNL     543.200  
401727.063    486912.375    POORWARAMA CNL     553.700  
401725.125    486922.688    POORWARAMA CNL     564.200  
401723.313    486932.281    POORWARAMA CNL     573.950  
401721.531    486941.844    POORWARAMA CNL     583.700  
401719.969    486951.656    POORWARAMA CNL     593.650  
401719.781    486961.625    POORWARAMA CNL     603.600  
401719.594    486971.219    POORWARAMA CNL     613.200  
401719.406    486980.812    POORWARAMA CNL     622.800  
401719.250    486989.719    POORWARAMA CNL     631.700  
401719.094    486998.594    POORWARAMA CNL     640.600  
401718.875    487009.219    POORWARAMA CNL     651.200  
401718.688    487019.813    POORWARAMA CNL     661.800  
401718.500    487030.250    POORWARAMA CNL     672.250  
401718.281    487040.687    POORWARAMA CNL     682.700  
401718.094    487050.750    POORWARAMA CNL     692.750  
401717.906    487060.781    POORWARAMA CNL     702.800  
401717.719    487071.094    POORWARAMA CNL     713.100  
401717.531    487081.406    POORWARAMA CNL     723.400  
401717.344    487091.531    POORWARAMA CNL     733.550  
401717.125    487101.687    POORWARAMA CNL     743.700  
401716.938    487112.438    POORWARAMA CNL     754.450  
401716.719    487123.188    POORWARAMA CNL     765.200  
401716.562    487132.531    POORWARAMA CNL     774.550  
401716.375    487141.875    POORWARAMA CNL     783.900  
401716.188    487151.844    POORWARAMA CNL     793.850  
401716.000    487161.781    POORWARAMA CNL     803.800  
401715.813    487171.719    POORWARAMA CNL     813.750  
401715.625    487181.688    POORWARAMA CNL     823.700  
401715.375    487195.156    POORWARAMA CNL     837.200  
401715.125    487208.656    POORWARAMA CNL     850.700  
401715.063    487211.844    POORWARAMA CNL     853.866  
401715.000    487215.000    POORWARAMA CNL     857.032  
400680.063    493841.250    ST. SEBASTIAN NORTH CANAL       0.000    
400691.063    493850.313    ST. SEBASTIAN NORTH CANAL      14.000    
400702.063    493859.344    ST. SEBASTIAN NORTH CANAL      28.000    
400705.969    493862.563    ST. SEBASTIAN NORTH CANAL      33.000    
400708.375    493866.906    ST. SEBASTIAN NORTH CANAL      38.000    
400719.156    493890.313    ST. SEBASTIAN NORTH CANAL      63.690    
400729.906    493913.719    ST. SEBASTIAN NORTH CANAL      89.380    
400750.875    493957.250    ST. SEBASTIAN NORTH CANAL     137.675    
400771.875    494000.813    ST. SEBASTIAN NORTH CANAL     185.970    
400779.844    494042.625    ST. SEBASTIAN NORTH CANAL     227.910    
400787.813    494084.469    ST. SEBASTIAN NORTH CANAL     269.850    
400797.531    494112.875    ST. SEBASTIAN NORTH CANAL     299.695    
400807.250    494141.250    ST. SEBASTIAN NORTH CANAL     329.540    
400819.313    494180.906    ST. SEBASTIAN NORTH CANAL     370.790    
400831.375    494220.531    ST. SEBASTIAN NORTH CANAL     412.040    
400837.625    494249.000    ST. SEBASTIAN NORTH CANAL     441.880    
400843.875    494277.469    ST. SEBASTIAN NORTH CANAL     471.720    
400855.906    494324.125    ST. SEBASTIAN NORTH CANAL     520.860    
400858.719    494371.281    ST. SEBASTIAN NORTH CANAL     570.000    
400858.719    494371.281    ST. SEBASTIAN NORTH CANAL     570.000    
400824.813    494393.281    ST. SEBASTIAN NORTH CANAL     612.820    
400783.781    494402.219    ST. SEBASTIAN NORTH CANAL     655.640    
400753.219    494410.125    ST. SEBASTIAN NORTH CANAL     686.600    
400722.625    494418.063    ST. SEBASTIAN NORTH CANAL     717.560    
400700.125    494449.750    ST. SEBASTIAN NORTH CANAL     755.060    
400677.594    494481.406    ST. SEBASTIAN NORTH CANAL     792.560    
400669.531    494522.313    ST. SEBASTIAN NORTH CANAL     835.185    
400661.469    494563.188    ST. SEBASTIAN NORTH CANAL     877.810    
400660.281    494570.250    ST. SEBASTIAN NORTH CANAL     884.870    
400659.094    494577.281    ST. SEBASTIAN NORTH CANAL     891.930    
400658.250    494582.281    ST. SEBASTIAN NORTH CANAL     896.930    
400657.406    494587.250    ST. SEBASTIAN NORTH CANAL     901.930    
400657.063    494589.281    ST. SEBASTIAN NORTH CANAL     903.950    
400656.719    494591.281    ST. SEBASTIAN NORTH CANAL     905.970    
400652.906    494601.063    ST. SEBASTIAN NORTH CANAL     916.325    
400649.094    494610.844    ST. SEBASTIAN NORTH CANAL     926.680    
400650.719    494620.969    ST. SEBASTIAN NORTH CANAL     935.980    
400652.375    494631.125    ST. SEBASTIAN NORTH CANAL     945.280    
400660.469    494677.688    ST. SEBASTIAN NORTH CANAL     991.755    
400668.594    494724.250    ST. SEBASTIAN NORTH CANAL    1038.230    
400680.344    494734.031    ST. SEBASTIAN NORTH CANAL    1053.420    
400692.125    494743.844    ST. SEBASTIAN NORTH CANAL    1068.610    
400699.781    494750.906    ST. SEBASTIAN NORTH CANAL    1079.305    
400707.469    494757.969    ST. SEBASTIAN NORTH CANAL    1090.000    
400707.469    494757.969    ST. SEBASTIAN NORTH CANAL    1090.000    
400719.125    494768.687    ST. SEBASTIAN NORTH CANAL    1106.215    
400730.750    494779.406    ST. SEBASTIAN NORTH CANAL    1122.430    
400745.531    494796.719    ST. SEBASTIAN NORTH CANAL    1144.875    
400760.281    494814.063    ST. SEBASTIAN NORTH CANAL    1167.320    
400770.938    494828.063    ST. SEBASTIAN NORTH CANAL    1185.665    
400781.594    494842.031    ST. SEBASTIAN NORTH CANAL    1204.010    
400806.031    494891.125    ST. SEBASTIAN NORTH CANAL    1258.340    
400830.469    494940.219    ST. SEBASTIAN NORTH CANAL    1312.670    
400848.875    494967.813    ST. SEBASTIAN NORTH CANAL    1345.780    
400867.281    494995.406    ST. SEBASTIAN NORTH CANAL    1378.890    
400876.719    495002.125    ST. SEBASTIAN NORTH CANAL    1389.880    
400886.125    495008.813    ST. SEBASTIAN NORTH CANAL    1400.870    
400896.531    495012.250    ST. SEBASTIAN NORTH CANAL    1411.695    
400906.938    495015.656    ST. SEBASTIAN NORTH CANAL    1422.520    
400907.938    495018.063    ST. SEBASTIAN NORTH CANAL    1425.000    
400915.844    495037.219    ST. SEBASTIAN NORTH CANAL    1444.780    
400917.844    495042.062    ST. SEBASTIAN NORTH CANAL    1449.780    
400919.844    495046.906    ST. SEBASTIAN NORTH CANAL    1454.780    
400920.719    495049.000    ST. SEBASTIAN NORTH CANAL    1456.965    
400921.594    495051.125    ST. SEBASTIAN NORTH CANAL    1459.150    
400927.187    495059.156    ST. SEBASTIAN NORTH CANAL    1469.140    
400932.781    495067.156    ST. SEBASTIAN NORTH CANAL    1479.130    
400945.594    495103.875    ST. SEBASTIAN NORTH CANAL    1519.240    
400958.406    495140.594    ST. SEBASTIAN NORTH CANAL    1559.350    
400987.875    495185.500    ST. SEBASTIAN NORTH CANAL    1613.675    
401017.375    495230.406    ST. SEBASTIAN NORTH CANAL    1668.000    
401020.188    495234.531    ST. SEBASTIAN NORTH CANAL    1673.000    
401023.031    495238.625    ST. SEBASTIAN NORTH CANAL    1678.000    
401038.125    495260.313    ST. SEBASTIAN NORTH CANAL    1704.335    
401053.188    495281.969    ST. SEBASTIAN NORTH CANAL    1730.670    
401063.313    495290.281    ST. SEBASTIAN NORTH CANAL    1743.715    
401073.406    495298.594    ST. SEBASTIAN NORTH CANAL    1756.760    
401090.813    495319.656    ST. SEBASTIAN NORTH CANAL    1784.035    
401108.219    495340.750    ST. SEBASTIAN NORTH CANAL    1811.310    
400842.531    484611.125    BOLGODA CANAL       0.000   
400840.656    484613.438    BOLGODA CANAL       3.245   
400838.781    484615.781    BOLGODA CANAL       6.490   
400810.000    484639.125    BOLGODA CANAL      43.545   
400781.219    484662.438    BOLGODA CANAL      80.600   
400777.344    484665.594    BOLGODA CANAL      85.600   
400772.688    484667.344    BOLGODA CANAL      90.600   
400732.531    484682.438    BOLGODA CANAL     133.605   
400692.375    484697.531    BOLGODA CANAL     176.610   
400641.750    484705.406    BOLGODA CANAL     228.420   
400591.125    484713.281    BOLGODA CANAL     280.230   
400572.250    484713.719    BOLGODA CANAL     298.600   
400553.344    484714.188    BOLGODA CANAL     316.970   
400547.969    484713.688    BOLGODA CANAL     322.585   
400542.594    484713.219    BOLGODA CANAL     328.200   
400537.813    484712.813    BOLGODA CANAL     333.200   
400532.813    484713.063    BOLGODA CANAL     338.200   
400486.781    484715.375    BOLGODA CANAL     384.145   
400440.750    484717.688    BOLGODA CANAL     430.090   
400365.625    484726.438    BOLGODA CANAL     505.770   
400290.500    484735.219    BOLGODA CANAL     581.450   
400236.281    484741.906    BOLGODA CANAL     635.955   
400182.031    484748.594    BOLGODA CANAL     690.460   
400130.656    484759.938    BOLGODA CANAL     742.815   
400079.281    484771.281    BOLGODA CANAL     795.170   
400066.094    484779.688    BOLGODA CANAL     810.180   
400052.906    484788.125    BOLGODA CANAL     825.190   
400018.656    484833.469    BOLGODA CANAL     882.385   
399984.438    484878.812    BOLGODA CANAL     939.580   
399963.406    484906.875    BOLGODA CANAL     974.055   
399942.375    484934.938    BOLGODA CANAL    1008.530   
399939.344    484939.000    BOLGODA CANAL    1013.530   
399935.594    484942.219    BOLGODA CANAL    1018.530   
399901.031    484972.094    BOLGODA CANAL    1064.850   
399866.469    485001.937    BOLGODA CANAL    1111.170   
399838.219    485009.313    BOLGODA CANAL    1141.135   
399809.969    485016.656    BOLGODA CANAL    1171.100   
399805.281    485017.906    BOLGODA CANAL    1176.100   
399800.344    485018.500    BOLGODA CANAL    1181.100   
399788.250    485019.969    BOLGODA CANAL    1193.400   
399776.156    485021.469    BOLGODA CANAL    1205.700   
399722.406    485024.313    BOLGODA CANAL    1259.295   
399668.656    485027.125    BOLGODA CANAL    1312.890   
399631.969    485031.438    BOLGODA CANAL    1350.115   
399595.281    485035.719    BOLGODA CANAL    1387.340   
399584.469    485036.719    BOLGODA CANAL    1398.070   
399573.656    485037.719    BOLGODA CANAL    1408.800   
401034.031    493729.938    DEMATAGODA ELA 2    2930.360   
401017.500    493722.969    DEMATAGODA ELA 2    2947.980   
401000.969    493716.000    DEMATAGODA ELA 2    2965.600   
400993.500    493711.250    DEMATAGODA ELA 2    2974.670   
400986.000    493706.531    DEMATAGODA ELA 2    2983.740   
400974.688    493703.313    DEMATAGODA ELA 2    2995.295   
400963.406    493700.125    DEMATAGODA ELA 2    3006.850   
400952.563    493695.469    DEMATAGODA ELA 2    3017.640   
400941.688    493690.813    DEMATAGODA ELA 2    3028.430   
400928.625    493690.125    DEMATAGODA ELA 2    3042.065   
400915.531    493689.437    DEMATAGODA ELA 2    3055.700   
400899.875    493688.156    DEMATAGODA ELA 2    3071.380   
400884.219    493686.875    DEMATAGODA ELA 2    3087.060   
400873.469    493686.531    DEMATAGODA ELA 2    3098.170   
400862.750    493686.156    DEMATAGODA ELA 2    3109.280   
400820.438    493683.469    DEMATAGODA ELA 2    3151.225   
400778.156    493680.781    DEMATAGODA ELA 2    3193.170   
400736.250    493668.688    DEMATAGODA ELA 2    3237.435   
400694.344    493656.625    DEMATAGODA ELA 2    3281.700   
400669.875    493667.438    DEMATAGODA ELA 2    3308.020   
400645.437    493678.250    DEMATAGODA ELA 2    3334.340   
400630.469    493694.969    DEMATAGODA ELA 2    3356.700   
400615.500    493711.688    DEMATAGODA ELA 2    3379.060   
400605.219    493725.656    DEMATAGODA ELA 2    3396.975   
400594.906    493739.594    DEMATAGODA ELA 2    3414.890   
409060.000    487890.000    MADIWALA EAST 2       0.000   
409080.531    487890.000    MADIWALA EAST 2      20.410   
409101.063    487890.000    MADIWALA EAST 2      40.820   
409122.938    487890.000    MADIWALA EAST 2      62.560   
409144.813    487890.000    MADIWALA EAST 2      84.300   
409175.781    487890.000    MADIWALA EAST 2     115.085   
409206.781    487890.000    MADIWALA EAST 2     145.870   
409225.219    487890.000    MADIWALA EAST 2     164.220   
409243.344    487888.469    MADIWALA EAST 2     182.570   
409267.250    487877.500    MADIWALA EAST 2     208.680   
409291.125    487866.563    MADIWALA EAST 2     234.790   
409318.406    487854.063    MADIWALA EAST 2     264.635   
409345.719    487841.531    MADIWALA EAST 2     294.480   
409371.969    487829.500    MADIWALA EAST 2     323.190   
409398.250    487817.469    MADIWALA EAST 2     351.900   
409419.156    487807.906    MADIWALA EAST 2     374.760   
409440.062    487798.313    MADIWALA EAST 2     397.620   
409462.781    487787.906    MADIWALA EAST 2     422.470   
409485.500    487777.469    MADIWALA EAST 2     447.320   
409507.906    487767.219    MADIWALA EAST 2     471.810   
409530.313    487756.938    MADIWALA EAST 2     496.300   
409554.156    487746.000    MADIWALA EAST 2     522.380   
409578.031    487735.063    MADIWALA EAST 2     548.460   
409589.219    487729.938    MADIWALA EAST 2     560.715   
409600.438    487724.813    MADIWALA EAST 2     572.970   
409635.375    487708.781    MADIWALA EAST 2     611.165   
409670.313    487692.781    MADIWALA EAST 2     649.360   
409691.594    487683.000    MADIWALA EAST 2     672.645   
409712.906    487673.250    MADIWALA EAST 2     695.930   
409734.594    487672.281    MADIWALA EAST 2     718.375   
409756.906    487675.781    MADIWALA EAST 2     740.820   
409771.563    487678.063    MADIWALA EAST 2     755.550   
409786.188    487680.344    MADIWALA EAST 2     770.280   
409786.406    487680.375    MADIWALA EAST 2     770.500   
409786.906    487680.469    MADIWALA EAST 2     771.000   
409799.937    487682.500    MADIWALA EAST 2     784.100   
409805.688    487683.969    MADIWALA EAST 2     790.000   
409824.469    487689.031    MADIWALA EAST 2     809.325   
409843.219    487694.125    MADIWALA EAST 2     828.650   
409874.344    487702.531    MADIWALA EAST 2     860.675   
409905.438    487710.938    MADIWALA EAST 2     892.700   
409925.594    487716.375    MADIWALA EAST 2     913.465   
409945.781    487721.844    MADIWALA EAST 2     934.230   
409975.531    487729.875    MADIWALA EAST 2     964.860   
410005.281    487737.906    MADIWALA EAST 2     995.490   
410023.656    487742.875    MADIWALA EAST 2    1014.415   
410042.031    487747.844    MADIWALA EAST 2    1033.340   
410066.188    487767.531    MADIWALA EAST 2    1065.240   
410087.938    487791.125    MADIWALA EAST 2    1097.140   
410102.844    487807.250    MADIWALA EAST 2    1118.980   
410117.750    487823.406    MADIWALA EAST 2    1140.820   
410138.750    487846.156    MADIWALA EAST 2    1171.600   
410159.781    487868.906    MADIWALA EAST 2    1202.380   
410181.469    487892.469    MADIWALA EAST 2    1234.205   
410203.156    487916.031    MADIWALA EAST 2    1266.030   
410212.969    487926.688    MADIWALA EAST 2    1280.425   
410222.750    487937.344    MADIWALA EAST 2    1294.820   
410236.688    487952.469    MADIWALA EAST 2    1315.255   
410250.594    487967.625    MADIWALA EAST 2    1335.690   
410265.031    487983.313    MADIWALA EAST 2    1356.895   
410279.500    487999.000    MADIWALA EAST 2    1378.100   
410300.156    488021.500    MADIWALA EAST 2    1408.450   
410320.844    488043.969    MADIWALA EAST 2    1438.800   
410337.500    488062.063    MADIWALA EAST 2    1463.260   
410354.156    488080.188    MADIWALA EAST 2    1487.720   
410375.656    488103.563    MADIWALA EAST 2    1519.280   
410397.156    488126.906    MADIWALA EAST 2    1550.840   
410398.594    488128.469    MADIWALA EAST 2    1552.920   
410400.000    488130.000    MADIWALA EAST 2    1555.000   
410430.000    488170.000    MADIWALA EAST 3    1557.000   
410430.500    488170.594    MADIWALA EAST 3    1557.800   
410431.000    488171.219    MADIWALA EAST 3    1558.600   
410434.188    488175.031    MADIWALA EAST 3    1563.600   
410437.375    488178.844    MADIWALA EAST 3    1568.600   
410467.031    488214.438    MADIWALA EAST 3    1615.350   
410496.688    488250.031    MADIWALA EAST 3    1662.100   
410528.344    488288.000    MADIWALA EAST 3    1711.990   
410560.000    488326.000    MADIWALA EAST 3    1761.880   
410588.750    488355.844    MADIWALA EAST 3    1804.015   
410623.500    488379.000    MADIWALA EAST 3    1846.150   
410679.219    488416.125    MADIWALA EAST 3    1913.690   
410734.531    488453.781    MADIWALA EAST 3    1981.230   
410770.000    488483.344    MADIWALA EAST 3    2027.810   
410790.000    488520.125    MADIWALA EAST 3    2074.390   
410790.000    488520.125    MADIWALA EAST 3    2074.390   
410790.000    488537.281    MADIWALA EAST 3    2091.710   
410790.000    488554.469    MADIWALA EAST 3    2109.030   
410791.344    488610.813    MADIWALA EAST 3    2165.900   
410793.781    488667.125    MADIWALA EAST 3    2222.770   
410793.781    488667.125    MADIWALA EAST 3    2222.770   
410796.156    488721.313    MADIWALA EAST 3    2277.520   
410798.500    488775.531    MADIWALA EAST 3    2332.270   
410798.719    488780.500    MADIWALA EAST 3    2337.270   
410798.938    488785.438    MADIWALA EAST 3    2342.270   
410790.938    488828.125    MADIWALA EAST 3    2387.520   
410770.875    488868.250    MADIWALA EAST 3    2432.770   
410760.375    488889.250    MADIWALA EAST 3    2456.480   
410749.844    488910.281    MADIWALA EAST 3    2480.190   
410733.906    488942.188    MADIWALA EAST 3    2516.165   
410718.063    488974.125    MADIWALA EAST 3    2552.140   
410689.313    489035.219    MADIWALA EAST 3    2620.260   
410660.563    489096.313    MADIWALA EAST 3    2688.380   
410648.969    489120.938    MADIWALA EAST 3    2715.870   
410637.375    489145.625    MADIWALA EAST 3    2743.360   
410637.375    489145.625    MADIWALA EAST 3    2743.360   
410635.281    489150.094    MADIWALA EAST 3    2748.360   
410633.188    489154.594    MADIWALA EAST 3    2753.360   
410615.656    489192.156    MADIWALA EAST 3    2795.170   
410598.125    489229.688    MADIWALA EAST 3    2836.980   
410572.188    489285.313    MADIWALA EAST 3    2898.890   
410544.875    489340.250    MADIWALA EAST 3    2960.800   
410544.875    489340.250    MADIWALA EAST 3    2960.800   
410507.094    489415.813    MADIWALA EAST 3    3046.020   
410470.625    489492.000    MADIWALA EAST 3    3131.240   
410470.625    489492.000    MADIWALA EAST 3    3131.240   
410447.281    489541.281    MADIWALA EAST 3    3186.280   
410423.938    489590.594    MADIWALA EAST 3    3241.320   
410421.813    489595.063    MADIWALA EAST 3    3246.320   
410419.688    489599.531    MADIWALA EAST 3    3251.320   
410400.125    489637.563    MADIWALA EAST 3    3294.470   
410379.156    489674.813    MADIWALA EAST 3    3337.620   
410348.656    489729.031    MADIWALA EAST 3    3400.365   
410317.688    489782.906    MADIWALA EAST 3    3463.110   
410264.813    489848.969    MADIWALA EAST 3    3548.480   
410214.563    489916.969    MADIWALA EAST 3    3633.850   
410194.875    489945.625    MADIWALA EAST 3    3668.940   
410175.156    489974.312    MADIWALA EAST 3    3704.030   
410153.813    490005.375    MADIWALA EAST 3    3742.080   
410132.438    490036.469    MADIWALA EAST 3    3780.130   
410132.438    490036.469    MADIWALA EAST 3    3780.130   
410107.188    490085.625    MADIWALA EAST 3    3835.920   
410082.469    490135.063    MADIWALA EAST 3    3891.710   
410082.469    490135.063    MADIWALA EAST 3    3891.710   
410066.563    490166.875    MADIWALA EAST 3    3927.595   
410058.344    490200.844    MADIWALA EAST 3    3963.480   
410054.813    490244.656    MADIWALA EAST 3    4007.835   
410051.313    490288.469    MADIWALA EAST 3    4052.190   
410046.656    490346.625    MADIWALA EAST 3    4111.040   
410042.031    490404.781    MADIWALA EAST 3    4169.890   
410042.031    490404.781    MADIWALA EAST 3    4169.890   
410035.594    490455.031    MADIWALA EAST 3    4221.075   
410026.781    490505.000    MADIWALA EAST 3    4272.260   
410017.469    490557.688    MADIWALA EAST 3    4326.250   
410010.000    490610.563    MADIWALA EAST 3    4380.240   
